image,approach,vehicle_count_1min,volume_veh_per_hour,queue_length_veh,density_percent,avg_speed_kmh
frame_0323,RIGHT,0,0,0,0.0,60.0
frame_0078,LEFT,2,120,0,2.360599994659424,55.0
frame_0078,CENTER,3,180,0,8.638999938964844,55.0
frame_0078,RIGHT,1,60,0,7.97130012512207,55.0
frame_0013,LEFT,6,360,0,9.086400032043457,55.0
frame_0013,CENTER,2,120,0,5.27869987487793,55.0
frame_0013,RIGHT,0,0,0,0.0,60.0
frame_0343,LEFT,6,360,0,20.69729995727539,35.0
frame_0343,CENTER,4,240,0,9.138699531555176,55.0
frame_0343,RIGHT,0,0,0,0.0,60.0
frame_0055,LEFT,5,300,0,15.321599960327148,45.0
frame_0055,CENTER,3,180,0,6.632500171661377,55.0
frame_0055,RIGHT,1,60,0,7.323599815368652,55.0
frame_0210,LEFT,6,360,0,10.479499816894531,45.0
frame_0210,CENTER,6,360,0,2.925800085067749,55.0
frame_0210,RIGHT,0,0,0,0.0,60.0
frame_0384,LEFT,4,240,0,15.5649995803833,45.0
frame_0384,CENTER,3,180,0,6.018700122833252,55.0
frame_0384,RIGHT,0,0,0,0.0,60.0
frame_0392,LEFT,4,240,0,9.246800422668457,55.0
frame_0392,CENTER,3,180,0,7.615600109100342,55.0
frame_0392,RIGHT,0,0,0,0.0,60.0
frame_0363,LEFT,3,180,0,11.071499824523926,45.0
frame_0363,CENTER,4,240,0,4.495800018310547,55.0
frame_0363,RIGHT,0,0,0,0.0,60.0
frame_0162,LEFT,3,180,0,9.569700241088867,55.0
frame_0162,CENTER,7,420,0,9.700200080871582,55.0
frame_0162,RIGHT,0,0,0,0.0,60.0
frame_0357,LEFT,4,240,0,10.517800331115723,45.0
frame_0357,CENTER,5,300,0,9.346199989318848,55.0
frame_0357,RIGHT,0,0,0,0.0,60.0
frame_0204,LEFT,5,300,0,13.340200424194336,45.0
frame_0204,CENTER,6,360,0,2.865299940109253,55.0
frame_0204,RIGHT,0,0,0,0.0,60.0
frame_0223,LEFT,5,300,0,10.560600280761719,45.0
frame_0223,CENTER,5,300,0,3.2630999088287354,55.0
frame_0223,RIGHT,0,0,0,0.0,60.0
frame_0307,LEFT,4,240,0,3.117000102996826,55.0
frame_0307,CENTER,7,420,0,9.766300201416016,55.0
frame_0307,RIGHT,0,0,0,0.0,60.0
frame_0166,LEFT,4,240,0,4.616000175476074,55.0
frame_0166,CENTER,7,420,0,8.07450008392334,55.0
frame_0166,RIGHT,0,0,0,0.0,60.0
frame_0386,LEFT,4,240,0,16.73349952697754,45.0
frame_0386,CENTER,4,240,0,6.662899971008301,55.0
frame_0386,RIGHT,0,0,0,0.0,60.0
frame_0177,LEFT,2,120,0,1.920699954032898,55.0
frame_0177,CENTER,5,300,0,1.1191999912261963,55.0
frame_0177,RIGHT,0,0,0,0.0,60.0
frame_0026,LEFT,6,360,0,11.287599563598633,45.0
frame_0026,CENTER,2,120,0,5.82289981842041,55.0
frame_0026,RIGHT,0,0,0,0.0,60.0
frame_0047,LEFT,6,360,0,15.690899848937988,45.0
frame_0047,CENTER,2,120,0,6.4679999351501465,55.0
frame_0047,RIGHT,1,60,0,5.721799850463867,55.0
frame_0179,LEFT,2,120,0,2.0211000442504883,55.0
frame_0179,CENTER,4,240,0,1.0454000234603882,55.0
frame_0179,RIGHT,0,0,0,0.0,60.0
frame_0192,LEFT,4,240,0,5.31790018081665,55.0
frame_0192,CENTER,4,240,0,1.5901999473571777,55.0
frame_0192,RIGHT,0,0,0,0.0,60.0
frame_0191,LEFT,4,240,0,5.157400131225586,55.0
frame_0191,CENTER,4,240,0,1.417099952697754,55.0
frame_0191,RIGHT,0,0,0,0.0,60.0
frame_0318,LEFT,5,300,0,5.107399940490723,55.0
frame_0318,CENTER,5,300,0,5.307000160217285,55.0
frame_0318,RIGHT,0,0,0,0.0,60.0
frame_0029,LEFT,5,300,0,7.5289998054504395,55.0
frame_0029,CENTER,2,120,0,5.760000228881836,55.0
frame_0029,RIGHT,0,0,0,0.0,60.0
frame_0161,LEFT,3,180,0,10.847599983215332,45.0
frame_0161,CENTER,6,360,0,9.386500358581543,55.0
frame_0161,RIGHT,0,0,0,0.0,60.0
frame_0263,LEFT,6,360,0,11.621399879455566,45.0
frame_0263,CENTER,6,360,0,5.414100170135498,55.0
frame_0263,RIGHT,0,0,0,0.0,60.0
frame_0000,LEFT,6,360,0,8.395299911499023,55.0
frame_0000,CENTER,3,180,0,5.7434000968933105,55.0
frame_0000,RIGHT,0,0,0,0.0,60.0
frame_0135,LEFT,4,240,0,2.7358999252319336,55.0
frame_0135,CENTER,3,180,0,5.134099960327148,55.0
frame_0135,RIGHT,0,0,0,0.0,60.0
frame_0469,LEFT,4,240,0,15.09939956665039,45.0
frame_0469,CENTER,1,60,0,0.12759999930858612,55.0
frame_0469,RIGHT,0,0,0,0.0,60.0
frame_0438,LEFT,4,240,0,2.9477999210357666,55.0
frame_0438,CENTER,1,60,0,4.965000152587891,55.0
frame_0438,RIGHT,0,0,0,0.0,60.0
frame_0433,LEFT,3,180,0,2.1191999912261963,55.0
frame_0433,CENTER,1,60,0,4.0157999992370605,55.0
frame_0433,RIGHT,0,0,0,0.0,60.0
frame_0451,LEFT,3,180,0,5.172399997711182,55.0
frame_0451,CENTER,1,60,0,8.582799911499023,55.0
frame_0451,RIGHT,0,0,0,0.0,60.0
frame_0459,LEFT,4,240,0,9.018099784851074,55.0
frame_0459,CENTER,2,120,0,4.880799770355225,55.0
frame_0459,RIGHT,0,0,0,0.0,60.0
frame_0456,LEFT,4,240,0,7.716800212860107,55.0
frame_0456,CENTER,2,120,0,6.91349983215332,55.0
frame_0456,RIGHT,0,0,0,0.0,60.0
frame_0440,LEFT,5,300,0,3.660799980163574,55.0
frame_0440,CENTER,1,60,0,5.499300003051758,55.0
frame_0440,RIGHT,0,0,0,0.0,60.0
frame_0447,LEFT,4,240,0,4.745500087738037,55.0
frame_0447,CENTER,1,60,0,6.23199987411499,55.0
frame_0447,RIGHT,0,0,0,0.0,60.0
frame_0402,LEFT,3,180,0,5.006700038909912,55.0
frame_0402,CENTER,3,180,0,9.074700355529785,55.0
frame_0402,RIGHT,0,0,0,0.0,60.0
frame_0435,LEFT,4,240,0,2.614799976348877,55.0
frame_0435,CENTER,1,60,0,4.617599964141846,55.0
frame_0435,RIGHT,0,0,0,0.0,60.0
frame_0468,LEFT,4,240,0,15.563599586486816,45.0
frame_0468,CENTER,0,0,0,0.0,60.0
frame_0468,RIGHT,0,0,0,0.0,60.0
frame_0489,LEFT,3,180,0,2.22189998626709,55.0
frame_0489,CENTER,1,60,0,0.1956000030040741,55.0
frame_0489,RIGHT,0,0,0,0.0,60.0
frame_0423,LEFT,4,240,0,12.681599617004395,45.0
frame_0423,CENTER,2,120,0,3.3478000164031982,55.0
frame_0423,RIGHT,0,0,0,0.0,60.0
frame_0474,LEFT,4,240,0,8.236200332641602,55.0
frame_0474,CENTER,1,60,0,0.13079999387264252,55.0
frame_0474,RIGHT,0,0,0,0.0,60.0
frame_0463,LEFT,4,240,0,11.293800354003906,45.0
frame_0463,CENTER,1,60,0,0.17550000548362732,55.0
frame_0463,RIGHT,0,0,0,0.0,60.0
frame_0470,LEFT,3,180,0,13.086899757385254,45.0
frame_0470,CENTER,0,0,0,0.0,60.0
frame_0470,RIGHT,0,0,0,0.0,60.0
frame_0429,LEFT,4,240,0,5.267399787902832,55.0
frame_0429,CENTER,1,60,0,3.408900022506714,55.0
frame_0429,RIGHT,0,0,0,0.0,60.0
frame_0462,LEFT,3,180,0,10.353699684143066,45.0
frame_0462,CENTER,2,120,0,1.5298000574111938,55.0
frame_0462,RIGHT,0,0,0,0.0,60.0
frame_0478,LEFT,3,180,0,2.109499931335449,55.0
frame_0478,CENTER,1,60,0,0.15060000121593475,55.0
frame_0478,RIGHT,0,0,0,0.0,60.0
frame_0401,LEFT,3,180,0,4.5578999519348145,55.0
frame_0401,CENTER,3,180,0,9.0201997756958,55.0
frame_0401,RIGHT,0,0,0,0.0,60.0
frame_0437,LEFT,5,300,0,3.105799913406372,55.0
frame_0437,CENTER,1,60,0,4.866300106048584,55.0
frame_0437,RIGHT,0,0,0,0.0,60.0
frame_0411,LEFT,3,180,0,8.238699913024902,55.0
frame_0411,CENTER,2,120,0,2.734800100326538,55.0
frame_0411,RIGHT,0,0,0,0.0,60.0
frame_0414,LEFT,3,180,0,9.980999946594238,55.0
frame_0414,CENTER,2,120,0,2.806999921798706,55.0
frame_0414,RIGHT,0,0,0,0.0,60.0
frame_0458,LEFT,4,240,0,8.329099655151367,55.0
frame_0458,CENTER,2,120,0,5.670899868011475,55.0
frame_0458,RIGHT,0,0,0,0.0,60.0
frame_0418,LEFT,3,180,0,13.437800407409668,45.0
frame_0418,CENTER,2,120,0,3.0852999687194824,55.0
frame_0418,RIGHT,0,0,0,0.0,60.0
frame_0483,LEFT,4,240,0,2.3798999786376953,55.0
frame_0483,CENTER,1,60,0,0.1712000072002411,55.0
frame_0483,RIGHT,0,0,0,0.0,60.0
frame_0444,LEFT,4,240,0,4.138800144195557,55.0
frame_0444,CENTER,1,60,0,5.811999797821045,55.0
frame_0444,RIGHT,0,0,0,0.0,60.0
frame_0408,LEFT,4,240,0,7.337200164794922,55.0
frame_0408,CENTER,4,240,0,8.118200302124023,55.0
frame_0408,RIGHT,0,0,0,0.0,60.0
frame_0415,LEFT,3,180,0,10.61340045928955,45.0
frame_0415,CENTER,2,120,0,3.0085999965667725,55.0
frame_0415,RIGHT,0,0,0,0.0,60.0
frame_0413,LEFT,3,180,0,9.228799819946289,55.0
frame_0413,CENTER,2,120,0,2.8004000186920166,55.0
frame_0413,RIGHT,0,0,0,0.0,60.0
frame_0491,LEFT,3,180,0,2.2339000701904297,55.0
frame_0491,CENTER,1,60,0,0.20110000669956207,55.0
frame_0491,RIGHT,0,0,0,0.0,60.0
frame_0457,LEFT,4,240,0,7.714300155639648,55.0
frame_0457,CENTER,2,120,0,6.537799835205078,55.0
frame_0457,RIGHT,0,0,0,0.0,60.0
frame_0481,LEFT,4,240,0,2.374799966812134,55.0
frame_0481,CENTER,1,60,0,0.14350000023841858,55.0
frame_0481,RIGHT,0,0,0,0.0,60.0
frame_0488,LEFT,3,180,0,2.202899932861328,55.0
frame_0488,CENTER,1,60,0,0.1858000010251999,55.0
frame_0488,RIGHT,0,0,0,0.0,60.0
frame_0432,LEFT,3,180,0,2.0227999687194824,55.0
frame_0432,CENTER,1,60,0,3.5841000080108643,55.0
frame_0432,RIGHT,0,0,0,0.0,60.0
frame_0427,LEFT,4,240,0,8.481399536132812,55.0
frame_0427,CENTER,1,60,0,3.187999963760376,55.0
frame_0427,RIGHT,0,0,0,0.0,60.0
frame_0407,LEFT,4,240,0,6.639400005340576,55.0
frame_0407,CENTER,3,180,0,6.689799785614014,55.0
frame_0407,RIGHT,0,0,0,0.0,60.0
frame_0464,LEFT,3,180,0,11.87440013885498,45.0
frame_0464,CENTER,0,0,0,0.0,60.0
frame_0464,RIGHT,0,0,0,0.0,60.0
frame_0471,LEFT,4,240,0,13.485199928283691,45.0
frame_0471,CENTER,0,0,0,0.0,60.0
frame_0471,RIGHT,0,0,0,0.0,60.0
frame_0487,LEFT,3,180,0,2.440500020980835,55.0
frame_0487,CENTER,1,60,0,0.19689999520778656,55.0
frame_0487,RIGHT,0,0,0,0.0,60.0
frame_0431,LEFT,3,180,0,1.8688000440597534,55.0
frame_0431,CENTER,1,60,0,3.6659998893737793,55.0
frame_0431,RIGHT,0,0,0,0.0,60.0
frame_0442,LEFT,5,300,0,3.9616000652313232,55.0
frame_0442,CENTER,1,60,0,5.322700023651123,55.0
frame_0442,RIGHT,0,0,0,0.0,60.0
frame_0453,LEFT,3,180,0,6.296899795532227,55.0
frame_0453,CENTER,2,120,0,8.101900100708008,55.0
frame_0453,RIGHT,0,0,0,0.0,60.0
frame_0452,LEFT,3,180,0,5.769899845123291,55.0
frame_0452,CENTER,1,60,0,8.566100120544434,55.0
frame_0452,RIGHT,0,0,0,0.0,60.0
frame_0492,LEFT,3,180,0,2.2887001037597656,55.0
frame_0492,CENTER,1,60,0,0.20640000700950623,55.0
frame_0492,RIGHT,0,0,0,0.0,60.0
frame_0416,LEFT,3,180,0,11.53499984741211,45.0
frame_0416,CENTER,2,120,0,2.993299961090088,55.0
frame_0416,RIGHT,0,0,0,0.0,60.0
frame_0473,LEFT,4,240,0,9.501799583435059,55.0
frame_0473,CENTER,1,60,0,0.14579999446868896,55.0
frame_0473,RIGHT,0,0,0,0.0,60.0
frame_0494,LEFT,4,240,0,2.9472999572753906,55.0
frame_0494,CENTER,1,60,0,0.20669999718666077,55.0
frame_0494,RIGHT,0,0,0,0.0,60.0
frame_0480,LEFT,3,180,0,2.1005001068115234,55.0
frame_0480,CENTER,1,60,0,0.15029999613761902,55.0
frame_0480,RIGHT,0,0,0,0.0,60.0
frame_0460,LEFT,4,240,0,9.229399681091309,55.0
frame_0460,CENTER,2,120,0,4.42080020904541,55.0
frame_0460,RIGHT,0,0,0,0.0,60.0
frame_0400,LEFT,3,180,0,4.388000011444092,55.0
frame_0400,CENTER,3,180,0,9.71720027923584,55.0
frame_0400,RIGHT,0,0,0,0.0,60.0
frame_0419,LEFT,3,180,0,14.850099563598633,45.0
frame_0419,CENTER,2,120,0,3.0130999088287354,55.0
frame_0419,RIGHT,0,0,0,0.0,60.0
frame_0410,LEFT,4,240,0,8.317399978637695,55.0
frame_0410,CENTER,2,120,0,2.6910998821258545,55.0
frame_0410,RIGHT,0,0,0,0.0,60.0
frame_0467,LEFT,4,240,0,15.446900367736816,45.0
frame_0467,CENTER,0,0,0,0.0,60.0
frame_0467,RIGHT,0,0,0,0.0,60.0
frame_0417,LEFT,3,180,0,13.062800407409668,45.0
frame_0417,CENTER,2,120,0,3.152899980545044,55.0
frame_0417,RIGHT,0,0,0,0.0,60.0
frame_0472,LEFT,3,180,0,11.32129955291748,45.0
frame_0472,CENTER,1,60,0,0.14319999516010284,55.0
frame_0472,RIGHT,0,0,0,0.0,60.0
frame_0454,LEFT,3,180,0,6.3821001052856445,55.0
frame_0454,CENTER,2,120,0,8.014200210571289,55.0
frame_0454,RIGHT,0,0,0,0.0,60.0
frame_0434,LEFT,4,240,0,2.504300117492676,55.0
frame_0434,CENTER,1,60,0,4.355500221252441,55.0
frame_0434,RIGHT,0,0,0,0.0,60.0
frame_0409,LEFT,4,240,0,8.134699821472168,55.0
frame_0409,CENTER,2,120,0,2.709399938583374,55.0
frame_0409,RIGHT,0,0,0,0.0,60.0
frame_0495,LEFT,4,240,0,2.919300079345703,55.0
frame_0495,CENTER,1,60,0,0.20010000467300415,55.0
frame_0495,RIGHT,0,0,0,0.0,60.0
frame_0430,LEFT,4,240,0,3.9690001010894775,55.0
frame_0430,CENTER,1,60,0,3.4883999824523926,55.0
frame_0430,RIGHT,0,0,0,0.0,60.0
frame_0449,LEFT,3,180,0,4.750400066375732,55.0
frame_0449,CENTER,2,120,0,7.6006999015808105,55.0
frame_0449,RIGHT,0,0,0,0.0,60.0
frame_0425,LEFT,4,240,0,10.786600112915039,45.0
frame_0425,CENTER,2,120,0,3.897900104522705,55.0
frame_0425,RIGHT,0,0,0,0.0,60.0
frame_0428,LEFT,5,300,0,7.4868998527526855,55.0
frame_0428,CENTER,1,60,0,3.2142999172210693,55.0
frame_0428,RIGHT,0,0,0,0.0,60.0
frame_0403,LEFT,4,240,0,5.627699851989746,55.0
frame_0403,CENTER,3,180,0,8.547800064086914,55.0
frame_0403,RIGHT,0,0,0,0.0,60.0
frame_0443,LEFT,4,240,0,3.873300075531006,55.0
frame_0443,CENTER,1,60,0,5.485099792480469,55.0
frame_0443,RIGHT,0,0,0,0.0,60.0
frame_0475,LEFT,5,300,0,6.954100131988525,55.0
frame_0475,CENTER,1,60,0,0.1307000070810318,55.0
frame_0475,RIGHT,0,0,0,0.0,60.0
frame_0493,LEFT,3,180,0,2.395900011062622,55.0
frame_0493,CENTER,1,60,0,0.20970000326633453,55.0
frame_0493,RIGHT,0,0,0,0.0,60.0
frame_0405,LEFT,4,240,0,5.845300197601318,55.0
frame_0405,CENTER,3,180,0,7.917099952697754,55.0
frame_0405,RIGHT,0,0,0,0.0,60.0
frame_0412,LEFT,3,180,0,8.858699798583984,55.0
frame_0412,CENTER,2,120,0,2.8101999759674072,55.0
frame_0412,RIGHT,0,0,0,0.0,60.0
frame_0484,LEFT,4,240,0,2.45169997215271,55.0
frame_0484,CENTER,1,60,0,0.17749999463558197,55.0
frame_0484,RIGHT,0,0,0,0.0,60.0
frame_0439,LEFT,3,180,0,2.7392001152038574,55.0
frame_0439,CENTER,1,60,0,5.049200057983398,55.0
frame_0439,RIGHT,0,0,0,0.0,60.0
frame_0422,LEFT,3,180,0,14.656599998474121,45.0
frame_0422,CENTER,2,120,0,3.4291000366210938,55.0
frame_0422,RIGHT,0,0,0,0.0,60.0
frame_0450,LEFT,4,240,0,5.411200046539307,55.0
frame_0450,CENTER,2,120,0,8.419400215148926,55.0
frame_0450,RIGHT,0,0,0,0.0,60.0
frame_0490,LEFT,3,180,0,2.209199905395508,55.0
frame_0490,CENTER,1,60,0,0.2085999995470047,55.0
frame_0490,RIGHT,0,0,0,0.0,60.0
frame_0498,LEFT,3,180,0,2.334399938583374,55.0
frame_0498,CENTER,1,60,0,0.20319999754428864,55.0
frame_0498,RIGHT,0,0,0,0.0,60.0
frame_0482,LEFT,4,240,0,2.3324999809265137,55.0
frame_0482,CENTER,1,60,0,0.15060000121593475,55.0
frame_0482,RIGHT,0,0,0,0.0,60.0
frame_0436,LEFT,4,240,0,2.7063000202178955,55.0
frame_0436,CENTER,1,60,0,5.040999889373779,55.0
frame_0436,RIGHT,0,0,0,0.0,60.0
frame_0485,LEFT,4,240,0,2.590100049972534,55.0
frame_0485,CENTER,1,60,0,0.16910000145435333,55.0
frame_0485,RIGHT,0,0,0,0.0,60.0
frame_0420,LEFT,3,180,0,14.75529956817627,45.0
frame_0420,CENTER,2,120,0,3.2959001064300537,55.0
frame_0420,RIGHT,0,0,0,0.0,60.0
frame_0399,LEFT,3,180,0,4.089000225067139,55.0
frame_0399,CENTER,3,180,0,9.912199974060059,55.0
frame_0399,RIGHT,0,0,0,0.0,60.0
frame_0446,LEFT,4,240,0,4.652100086212158,55.0
frame_0446,CENTER,1,60,0,6.2891998291015625,55.0
frame_0446,RIGHT,0,0,0,0.0,60.0
frame_0479,LEFT,3,180,0,2.182499885559082,55.0
frame_0479,CENTER,1,60,0,0.14390000700950623,55.0
frame_0479,RIGHT,0,0,0,0.0,60.0
frame_0421,LEFT,3,180,0,15.90149974822998,45.0
frame_0421,CENTER,2,120,0,3.234100103378296,55.0
frame_0421,RIGHT,0,0,0,0.0,60.0
frame_0441,LEFT,4,240,0,3.5044000148773193,55.0
frame_0441,CENTER,1,60,0,5.1244001388549805,55.0
frame_0441,RIGHT,0,0,0,0.0,60.0
frame_0496,LEFT,3,180,0,2.3694000244140625,55.0
frame_0496,CENTER,0,0,0,0.0,60.0
frame_0496,RIGHT,0,0,0,0.0,60.0
frame_0426,LEFT,4,240,0,10.284299850463867,45.0
frame_0426,CENTER,2,120,0,3.751800060272217,55.0
frame_0426,RIGHT,0,0,0,0.0,60.0
frame_0455,LEFT,3,180,0,6.706900119781494,55.0
frame_0455,CENTER,2,120,0,7.356100082397461,55.0
frame_0455,RIGHT,0,0,0,0.0,60.0
frame_0466,LEFT,4,240,0,13.61970043182373,45.0
frame_0466,CENTER,1,60,0,0.16750000417232513,55.0
frame_0466,RIGHT,0,0,0,0.0,60.0
frame_0424,LEFT,4,240,0,12.390600204467773,45.0
frame_0424,CENTER,2,120,0,3.459399938583374,55.0
frame_0424,RIGHT,0,0,0,0.0,60.0
frame_0448,LEFT,4,240,0,4.896399974822998,55.0
frame_0448,CENTER,1,60,0,7.146699905395508,55.0
frame_0448,RIGHT,0,0,0,0.0,60.0
frame_0497,LEFT,3,180,0,2.2827000617980957,55.0
frame_0497,CENTER,0,0,0,0.0,60.0
frame_0497,RIGHT,0,0,0,0.0,60.0
frame_0477,LEFT,3,180,0,2.059299945831299,55.0
frame_0477,CENTER,1,60,0,0.1388999968767166,55.0
frame_0477,RIGHT,0,0,0,0.0,60.0
frame_0406,LEFT,4,240,0,6.223999977111816,55.0
frame_0406,CENTER,3,180,0,7.246799945831299,55.0
frame_0406,RIGHT,0,0,0,0.0,60.0
frame_0486,LEFT,3,180,0,2.1484999656677246,55.0
frame_0486,CENTER,1,60,0,0.1793999969959259,55.0
frame_0486,RIGHT,0,0,0,0.0,60.0
frame_0465,LEFT,4,240,0,13.545000076293945,45.0
frame_0465,CENTER,0,0,0,0.0,60.0
frame_0465,RIGHT,0,0,0,0.0,60.0
frame_0445,LEFT,5,300,0,5.087900161743164,55.0
frame_0445,CENTER,1,60,0,6.139400005340576,55.0
frame_0445,RIGHT,0,0,0,0.0,60.0
frame_0461,LEFT,4,240,0,9.565500259399414,55.0
frame_0461,CENTER,2,120,0,2.8134000301361084,55.0
frame_0461,RIGHT,0,0,0,0.0,60.0
frame_0476,LEFT,4,240,0,4.360499858856201,55.0
frame_0476,CENTER,1,60,0,0.1339000016450882,55.0
frame_0476,RIGHT,0,0,0,0.0,60.0
frame_0404,LEFT,3,180,0,5.664599895477295,55.0
frame_0404,CENTER,3,180,0,8.358099937438965,55.0
frame_0404,RIGHT,0,0,0,0.0,60.0
